Latitude,Longitude,Date,MODIS_Tile,MOD13A2_006_Line_Y_1km,MOD13A2_006_Sample_X_1km,MOD13A2_006__1_km_16_days_NDVI,MOD13A2_006__1_km_16_days_VI_Quality,MOD13A2_006__1_km_16_days_VI_Quality_bitmask,MOD13A2_006__1_km_16_days_VI_Quality_MODLAND,MOD13A2_006__1_km_16_days_VI_Quality_MODLAND_Description,MOD13A2_006__1_km_16_days_VI_Quality_VI_Usefulness,MOD13A2_006__1_km_16_days_VI_Quality_VI_Usefulness_Description,MOD13A2_006__1_km_16_days_VI_Quality_Aerosol_Quantity,MOD13A2_006__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A2_006__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A2_006__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A2_006__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A2_006__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A2_006__1_km_16_days_VI_Quality_Mixed_Clouds,MOD13A2_006__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A2_006__1_km_16_days_VI_Quality_Land/Water_Mask,MOD13A2_006__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A2_006__1_km_16_days_VI_Quality_Possible_snow/ice,MOD13A2_006__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A2_006__1_km_16_days_VI_Quality_Possible_shadow,MOD13A2_006__1_km_16_days_VI_Quality_Possible_shadow_Description
43.0444,-78.7833,2012-01-01,h12v04,834.0,290.0,0.43949997425079346,3158.0,0b0000110001010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b01,Low,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-01-17,h12v04,834.0,290.0,0.13019999861717224,2322.0,0b0000100100010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-02-02,h12v04,834.0,290.0,0.431799978017807,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-02-18,h12v04,834.0,290.0,0.44119998812675476,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-03-05,h12v04,834.0,290.0,0.43289998173713684,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-03-21,h12v04,834.0,290.0,0.4641999900341034,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-04-06,h12v04,834.0,290.0,0.4829999804496765,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-04-22,h12v04,834.0,290.0,0.6121000051498413,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-05-08,h12v04,834.0,290.0,0.7292999625205994,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-05-24,h12v04,834.0,290.0,0.896399974822998,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-06-09,h12v04,834.0,290.0,0.8958999514579773,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-06-25,h12v04,834.0,290.0,0.8782999515533447,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-07-11,h12v04,834.0,290.0,0.8759999871253967,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-07-27,h12v04,834.0,290.0,0.8216999769210815,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-08-12,h12v04,834.0,290.0,0.8676999807357788,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-08-28,h12v04,834.0,290.0,0.8226999640464783,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-09-13,h12v04,834.0,290.0,0.8496999740600586,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-09-29,h12v04,834.0,290.0,0.7185999751091003,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-10-15,h12v04,834.0,290.0,0.5699999928474426,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-10-31,h12v04,834.0,290.0,0.4733999967575073,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-11-16,h12v04,834.0,290.0,0.5212000012397766,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-12-02,h12v04,834.0,290.0,0.4123999774456024,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-12-18,h12v04,834.0,290.0,0.08590000122785568,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2013-01-01,h12v04,834.0,290.0,0.08590000122785568,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2013-01-17,h12v04,834.0,290.0,0.43209999799728394,2518.0,0b0000100111010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-02-02,h12v04,834.0,290.0,0.09470000118017197,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2013-02-18,h12v04,834.0,290.0,0.12119999527931213,2318.0,0b0000100100001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-03-06,h12v04,834.0,290.0,0.23269999027252197,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-03-22,h12v04,834.0,290.0,0.3928000032901764,3218.0,0b0000110010010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-04-07,h12v04,834.0,290.0,0.42069998383522034,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-04-23,h12v04,834.0,290.0,0.6383999586105347,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-05-09,h12v04,834.0,290.0,0.7500999569892883,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-05-25,h12v04,834.0,290.0,0.8592999577522278,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-06-10,h12v04,834.0,290.0,0.8896999955177307,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-06-26,h12v04,834.0,290.0,0.9013999700546265,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-07-12,h12v04,834.0,290.0,0.8754000067710876,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-07-28,h12v04,834.0,290.0,0.8741999864578247,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-08-13,h12v04,834.0,290.0,0.8585999608039856,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-08-29,h12v04,834.0,290.0,0.8508999943733215,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-09-14,h12v04,834.0,290.0,0.8364999890327454,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-09-30,h12v04,834.0,290.0,0.7508999705314636,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-10-16,h12v04,834.0,290.0,0.6470999717712402,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-11-01,h12v04,834.0,290.0,0.5029000043869019,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-11-17,h12v04,834.0,290.0,0.46629998087882996,3158.0,0b0000110001010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b01,Low,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-12-03,h12v04,834.0,290.0,0.0989999994635582,18709.0,0b0100100100010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2013-12-19,h12v04,834.0,290.0,0.02979999966919422,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-01-01,h12v04,834.0,290.0,0.37119999527931213,35298.0,0b1000100111100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality (1000),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2014-01-17,h12v04,834.0,290.0,0.5241000056266785,35294.0,0b1000100111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2014-02-02,h12v04,834.0,290.0,0.3580999970436096,2258.0,0b0000100011010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-02-18,h12v04,834.0,290.0,0.10399999469518661,18709.0,0b0100100100010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2014-03-06,h12v04,834.0,290.0,0.10109999775886536,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2014-03-22,h12v04,834.0,290.0,0.3677999973297119,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-04-07,h12v04,834.0,290.0,0.4309999942779541,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-04-23,h12v04,834.0,290.0,0.44419997930526733,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-05-09,h12v04,834.0,290.0,0.590499997138977,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-05-25,h12v04,834.0,290.0,0.8509999513626099,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-06-10,h12v04,834.0,290.0,0.8323000073432922,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-06-26,h12v04,834.0,290.0,0.8575999736785889,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-07-12,h12v04,834.0,290.0,0.8607999682426453,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-07-28,h12v04,834.0,290.0,0.8809999823570251,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-08-13,h12v04,834.0,290.0,0.8453999757766724,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-08-29,h12v04,834.0,290.0,0.8482999801635742,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-09-14,h12v04,834.0,290.0,0.8427000045776367,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-09-30,h12v04,834.0,290.0,0.7269999980926514,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-10-16,h12v04,834.0,290.0,0.5806999802589417,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-11-01,h12v04,834.0,290.0,0.5277000069618225,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-11-17,h12v04,834.0,290.0,0.24549999833106995,3362.0,0b0000110100100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality (1000),0b00,Climatology,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-12-03,h12v04,834.0,290.0,0.4502999782562256,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-12-19,h12v04,834.0,290.0,0.4634999930858612,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-01-01,h12v04,834.0,290.0,0.09849999845027924,18709.0,0b0100100100010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2015-01-17,h12v04,834.0,290.0,0.09479999542236328,2322.0,0b0000100100010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-02-02,h12v04,834.0,290.0,0.014800000004470348,51485.0,0b1100100100011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
43.0444,-78.7833,2015-02-18,h12v04,834.0,290.0,0.07449999451637268,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2015-03-06,h12v04,834.0,290.0,0.04639999940991402,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2015-03-22,h12v04,834.0,290.0,0.34929999709129333,35289.0,0b1000100111011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2015-04-07,h12v04,834.0,290.0,0.4221999943256378,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-04-23,h12v04,834.0,290.0,0.4587000012397766,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-05-09,h12v04,834.0,290.0,0.8312999606132507,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-05-25,h12v04,834.0,290.0,0.8677999973297119,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-06-10,h12v04,834.0,290.0,0.8898999691009521,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-06-26,h12v04,834.0,290.0,0.8608999848365784,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-07-12,h12v04,834.0,290.0,0.8817999958992004,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-07-28,h12v04,834.0,290.0,0.8863999843597412,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-08-13,h12v04,834.0,290.0,0.8995999693870544,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-08-29,h12v04,834.0,290.0,0.8766999840736389,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-09-14,h12v04,834.0,290.0,0.8592000007629395,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-09-30,h12v04,834.0,290.0,0.7840999960899353,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-10-16,h12v04,834.0,290.0,0.65829998254776,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-11-01,h12v04,834.0,290.0,0.5321999788284302,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-11-17,h12v04,834.0,290.0,0.4740999937057495,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-12-03,h12v04,834.0,290.0,0.4948999881744385,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-12-19,h12v04,834.0,290.0,0.461899995803833,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2016-01-01,h12v04,834.0,290.0,0.4096999764442444,35293.0,0b1000100111011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2016-01-17,h12v04,834.0,290.0,0.12759999930858612,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2016-02-02,h12v04,834.0,290.0,0.49699997901916504,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2016-02-18,h12v04,834.0,290.0,0.28049999475479126,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2016-03-05,h12v04,834.0,290.0,0.4770999848842621,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
